Date,Sales Amount
2019-10-30,81452
2020-01-15,132273
2017-05-24,329438
2016-12-31,222125
2020-03-29,343738
2016-08-16,200971
2017-05-10,18789
2019-05-24,45746
2016-09-14,219596
2017-02-25,292719
2017-09-11,265980
2019-02-06,180648
2020-01-01,308893
2019-01-04,38487
2017-09-25,356049
2020-04-30,252767
2016-12-22,366196
2017-10-05,290158
2018-11-16,360861
2017-12-17,491724
2020-05-31,489616
2017-10-08,250140
2019-09-19,339975
2016-08-15,12875
2020-02-05,249299
2017-04-01,115418
2016-09-08,363146
2018-07-17,86063
2019-01-19,489180
2019-10-14,311347
2016-08-16,337518
2018-06-05,452058
2019-12-24,149148
2020-11-18,146630
2019-04-11,233116
2017-03-03,400735
2019-11-08,481579
2019-12-11,411575
2017-05-26,123567
2016-05-29,412279
2016-04-26,490853
2017-04-09,467822
2017-07-26,330998
2016-12-22,312944
2020-07-12,194083
2020-02-06,418994
2017-09-01,112698
2019-11-08,77035
2020-11-10,248735
2019-01-04,40697
2019-04-22,498990
2018-01-03,478469
2019-01-17,51211
2016-10-29,288494
2016-01-27,388736
2016-08-18,457805
2019-12-06,387780
2017-12-04,431636
2018-08-08,202791
2018-11-09,463085
2020-02-16,203507
2020-09-25,460155
2017-04-20,489414
2018-07-27,184418
2017-03-03,340095
2018-01-23,14404
2020-01-11,207957
2019-11-05,460153
2018-02-01,91460
2020-05-27,258418
2016-05-08,338804
2018-02-22,390411
2017-05-29,124689
2017-05-24,129359
2020-02-26,345025
2019-05-11,361888
2020-07-16,303989
2017-01-01,349209
2018-02-19,212748
2017-05-18,153126
2020-06-16,398272
2016-10-06,159095
2016-02-07,320888
2020-09-05,498636
2017-07-14,104239
2017-05-28,104225
2018-09-10,492072
2016-06-19,314420
2019-11-28,145096
2019-06-07,456484
2019-02-27,39755
2018-02-20,445136
2019-03-22,231438
2019-10-03,103536
2018-04-28,361313
2020-11-16,382156
2020-02-25,491865
2020-04-14,299812
2019-05-07,280615
2019-09-12,404199
2017-08-09,447461
2017-01-26,368976
2016-04-14,218826
2016-04-21,229323
2016-08-06,318635
2020-08-30,99984
2019-04-19,46339
2020-03-14,62497
2017-08-21,457971
2016-04-30,379808
2019-09-25,494136
2018-10-08,196219
2018-09-11,395096
2020-01-09,292368
2016-03-22,255708
2018-08-26,411134
2017-08-10,391199
2019-02-11,282640
2017-07-03,122740
2020-09-22,205431
2018-12-07,418498
2018-06-15,18562
2020-09-05,238535
2017-08-05,52821
2019-08-19,160707
2018-07-25,104465
2019-12-14,193104
2017-03-29,53099
2017-02-13,82252
2018-05-13,376297
2018-11-27,203473
2019-04-28,53158
2016-02-28,328507
2018-12-03,364983
2020-11-30,238287
2016-08-14,208964
2019-03-30,115397
2018-11-22,211897
2020-04-24,278508
2018-12-18,6479
2019-07-04,170586
2019-02-23,163068
2019-04-17,288993
2016-12-12,265839
2017-04-18,289883
2020-05-16,326558
2016-01-17,457797
2017-09-08,64696
2020-09-04,442654
2018-11-25,493709
2016-05-21,91439
2016-09-26,201280
2016-09-04,153273
2017-12-12,75024
2019-05-27,149395
2017-09-18,26130
2016-09-06,495303
2020-05-30,106812
2018-03-03,185197
2019-06-02,40116
2016-09-08,126718
2019-07-10,111202
2019-03-24,20173
2018-02-21,262810
2019-05-20,147599
2020-01-22,98532
2017-07-25,125522
2018-08-16,433140
2018-06-22,270075
2018-11-17,398516
2017-11-25,181663
2019-02-24,445960
2020-12-06,174462
2018-10-16,114088
2019-08-23,313580
2018-10-19,100693
2017-01-09,261549
2016-03-15,290903
2018-02-17,46561
2019-05-20,277074
2017-09-28,306029
2019-10-26,71599
2017-02-04,13016
2016-10-27,190155
2018-11-30,148325
2020-07-02,433210
2019-02-18,219968
2017-12-02,187770
2018-06-15,473136
2020-04-18,438182
2018-08-19,467512
2018-09-25,230181
2019-10-11,433347
2019-03-16,283049
2019-03-07,59308
2020-01-12,271694
2017-07-03,358628
2019-11-29,73204
2016-02-23,56223
2018-07-30,471450
2016-03-09,418268
2018-01-22,1395
2018-06-22,362949
2018-05-24,212577
2020-02-21,322793
2019-06-18,67763
2017-04-16,137938
2018-11-13,285504
2020-10-02,156556
2020-09-15,296976
2018-07-29,323020
2016-12-12,55523
2017-07-13,420885
2019-12-21,163272
2020-01-31,162968
2016-08-30,396157
2016-09-01,112514
2016-12-24,317798
2019-08-07,434521
2020-12-03,358576
2017-05-26,423402
2016-09-07,298385
2016-04-08,102390
2016-02-07,9006
2017-06-28,356023
2019-09-18,406774
2018-03-06,64413
2018-11-11,52522
2019-10-07,435135
2019-04-18,193797
2020-08-22,287212
2016-10-16,157451
2016-07-07,498155
2018-03-18,442169
2017-10-26,394902
2016-07-08,490970
2016-01-20,425132
2018-07-20,38738
2017-07-29,252043
2016-04-11,79293
2016-04-25,446110
2020-06-29,477130
2017-09-16,61610
2018-05-04,385266
2016-10-16,398600
2019-04-01,265156
2016-08-15,448793
2017-09-19,230071
2017-10-28,381027
2020-07-15,106609
2020-04-01,386593
2018-02-13,248620
2018-05-05,367111
2016-10-20,447633
2016-06-26,212207
2019-11-21,185216
2019-11-11,38489
2020-10-05,292384
2018-12-11,185896
2017-05-30,377382
2019-06-04,497400
2020-02-20,127085
2019-08-06,472388
2018-08-24,425960
2019-01-01,181705
2016-04-07,331285
2019-03-18,278013
2018-04-21,291386
2018-12-23,330842
2018-09-29,297599
2017-08-30,413725
2016-12-29,59371
2017-03-14,115910
2019-02-16,396169
2018-10-06,202043
2016-11-22,317031
2020-01-11,489963
2017-05-23,311236
2019-04-03,440115
2016-03-15,463819
2020-11-06,82958
2017-01-09,146545
2020-08-26,251004
2020-03-13,116337
2019-02-09,491576
2017-07-03,468544
2019-07-29,493595
2017-10-04,392655
2018-11-12,393288
2019-06-28,413726
2019-10-19,216287
2018-01-20,264689
2018-07-18,444081
2016-02-04,227301
2019-01-13,6254
2019-01-21,78814
2017-07-03,440616
2019-05-09,220409
2016-01-04,152402
2017-03-05,497312
2019-04-26,392591
2020-10-15,457955
2018-05-14,451640
2020-01-07,456509
2018-10-20,390348
2017-07-08,426946
2016-09-05,193973
2017-03-15,420797
2017-10-18,487112
2017-06-29,253499
2020-06-03,339617
2019-01-29,25938
2018-05-03,292662
2017-04-02,34203
2016-08-23,116203
2020-11-11,110177
2017-07-29,24061
2019-12-26,157286
2016-12-03,108397
2019-05-24,445288
2020-04-12,341476
2018-07-02,399174
2018-12-26,314643
2016-12-26,115612
2016-11-24,148679
2017-12-12,486815
2019-01-17,193735
2019-03-09,27733
2017-01-15,398029
2018-03-17,142839
2019-04-03,164604
2019-07-02,97501
2016-11-13,194832
2020-04-27,419686
2016-05-19,171436
2018-10-26,444672
2017-04-01,72061
2020-03-27,342709
2016-12-25,127693
2017-03-20,217369
2017-11-01,186531
2017-02-15,207935
2016-07-09,466077
2016-04-15,136730
2017-04-08,313627
2016-06-26,456236
2018-05-11,450565
2018-06-25,26279
2019-11-24,247037
2020-08-05,355722
2016-05-05,10830
2018-12-02,197551
2017-09-01,159871
2018-09-24,389407
2016-02-28,283040
2017-04-09,333362
2018-12-17,215707
2019-11-03,102397
2016-07-07,140560
2019-01-20,230726
2016-04-07,322709
2019-04-03,238392
2016-10-25,482559
2019-08-12,121745
2020-02-01,38580
2019-05-18,126903
2016-08-27,160609
2016-03-14,325417
2016-09-27,18391
2017-06-27,337772
2020-03-09,183814
2019-04-04,345519
2018-03-07,212800
2019-08-11,157500
2016-09-23,454919
2019-06-16,296797
2019-08-05,415549
2016-07-06,50141
2016-09-29,448884
2019-08-03,389205
2016-12-20,255042
2020-11-20,275290
2018-04-04,102768
2020-02-25,67858
2017-05-11,326784
2020-12-13,66860
2018-12-01,351187
2020-03-09,391698
2018-03-21,26148
2018-12-12,214832
2019-08-15,238736
2019-05-13,187700
2019-06-10,378175
2019-11-26,58906
2017-05-13,326865
2018-10-22,444695
2017-03-30,35242
2018-01-25,66906
2018-12-18,320974
2020-08-06,218478
2018-02-16,393358
2018-03-02,450449
2020-07-31,352256
2017-02-20,163960
2020-03-20,350840
2016-12-23,77259
2017-04-08,135211
2018-06-10,51723
2019-07-16,375211
2019-01-30,17940
2019-08-24,307572
2016-12-02,290068
2018-09-14,64665
2017-04-05,373525
2018-03-01,270473
2017-09-07,192727
2017-07-19,169270
2020-02-06,367984
2018-11-22,38375
2019-06-30,119299
2016-08-12,457469
2017-11-30,191359
2020-02-21,271497
2017-11-03,391419
2019-02-16,192114
2016-07-26,301558
2019-08-22,9403
2020-02-05,79119
2018-01-11,258974
2017-05-08,271532
2020-02-05,198267
2019-05-22,383123
2016-11-23,197764
2019-10-30,160167
2018-03-03,11274
2018-09-04,178724
2016-06-19,428550
2020-04-24,71763
2017-01-07,155465
2019-10-10,40471
2018-06-02,293043
2019-04-05,173954
2019-03-10,331238
2018-10-31,403741
2019-08-10,103071
2016-10-29,209793
2017-08-11,17190
2019-05-29,449185
2019-01-14,90939
2016-03-03,95065
2017-07-21,398626
2017-07-16,39220
2019-10-25,25171
2019-05-17,458258
2020-10-14,269618
2016-06-16,177346
2020-06-09,251615
2018-06-06,445580
2017-11-18,435195
2020-09-08,265125
2016-06-04,214639
2017-04-20,491666
2018-08-21,76429
2017-07-11,372631
2020-08-26,65648
2017-12-05,494804
2018-01-17,458361
2018-05-20,479573
2020-11-29,300385
2017-07-03,252400
2017-12-31,10819
2020-04-17,389747
2016-11-29,342599
2017-01-10,80975
2018-10-19,483533
2017-06-11,57425
2017-01-13,60424
2019-01-11,302049
2020-01-28,411763
2018-08-08,340013
2016-09-13,131052
2018-01-30,132460
2019-08-01,486355
2020-12-25,118357
2016-09-03,16679
2018-07-23,408136
2017-02-17,145686
2019-03-13,282772
2017-06-10,100389
2016-12-15,389015
2016-10-05,405576
2019-10-06,444259
2018-06-27,81951
2017-09-16,62043
2019-05-24,473904
2019-05-23,478270
2016-03-04,351586
2017-04-14,147687
2017-07-19,239558
2020-01-31,61143
2018-12-22,212323
2019-05-04,327305
2017-05-17,452890
2018-10-31,491688
2019-07-25,474830
2018-08-29,166708
2017-01-08,23789
2016-11-11,81448
2018-11-14,182847
2019-12-06,293069
2019-07-05,151501
2016-02-22,400002
2018-09-01,464008
2020-11-20,189271
2020-05-01,318311
2020-02-10,439160
2020-01-19,444485
2018-05-31,451407
2016-08-09,106891
2020-01-03,148838
2016-12-27,479253
2019-12-14,383078
2016-05-07,217629
2018-03-02,295652
2020-07-11,400007
2016-03-01,106148
2019-07-30,363633
2018-08-15,66161
2019-10-16,28865
2018-11-21,26006
2016-04-25,352728
2016-07-02,400548
2016-12-13,428835
2017-02-27,266963
2020-05-30,495528
2017-03-01,452424
2020-12-24,387479
2019-02-06,86437
2018-10-02,341591
2020-02-26,378224
2017-09-26,348483
2018-12-31,179932
2016-06-01,121843
2020-03-06,125547
2016-06-15,238602
2019-10-21,379955
2016-10-22,59397
2017-05-07,492416
2016-04-06,475080
2017-08-30,310366
2020-09-16,464460
2018-03-21,115035
2017-06-16,326859
2019-06-19,317075
2018-03-06,47348
2019-02-08,3148
2016-09-25,381890
2019-06-10,65683
2016-06-26,389446
2017-02-17,177684
2017-07-13,409663
2020-01-14,260582
2016-03-15,185141
2017-07-31,488893
2016-04-16,21225
2020-11-05,347816
2019-04-09,374509
2019-09-22,447971
2016-04-16,274811
2019-10-24,14585
2018-03-27,145385
2018-11-21,225186
2020-04-16,227383
2017-04-10,405702
2018-10-23,237576
2016-11-30,296621
2018-10-28,239505
2019-10-08,306088
2016-06-12,250375
2018-07-22,9550
2018-11-18,181835
2020-04-03,437622
2016-01-01,147661
2018-03-09,267422
2016-10-03,218794
2020-03-28,309172
2016-03-10,294166
2020-09-22,376155
2018-11-14,104759
2017-05-27,269180
2018-10-22,203922
2018-02-22,184040
2020-07-13,291230
2018-04-17,47069
2018-11-20,489146
2018-02-21,113143
2019-10-27,372309
2018-04-28,435714
2020-06-28,186997
2016-08-27,312913
2018-06-05,196029
2016-09-11,486000
2016-11-02,453689
2017-08-20,396793
2020-08-06,281109
2017-08-09,307160
2017-04-25,179658
2020-09-08,408907
2019-03-05,121241
2020-01-06,126799
2017-07-17,108886
2016-02-01,164891
2019-09-18,185433
2016-08-10,100810
2020-11-06,35486
2017-04-15,233817
2019-01-08,451487
2019-08-03,136717
2016-01-29,337291
2017-08-19,312373
2016-10-02,366457
2019-05-12,424470
2017-05-19,486122
2019-09-12,339600
2017-03-26,287058
2019-07-06,309044
2017-12-15,304765
2018-09-14,72924
2020-08-13,326332
2018-06-08,165944
2017-09-16,59160
2018-04-30,498073
2020-10-02,71483
2016-04-04,406451
2016-01-05,472316
2016-07-29,58428
2019-01-01,380470
2019-07-10,167764
2016-11-12,8973
2017-05-08,227347
2018-04-17,397888
2020-12-26,39375
2019-01-20,153915
2019-11-05,97562
2020-08-16,62799
2016-02-20,288198
2017-01-14,384457
2017-04-10,413204
2017-04-14,397643
2019-10-16,335142
2018-09-04,348816
2020-08-04,408867
2018-05-07,104767
2020-01-02,192595
2020-01-08,410981
2016-08-27,119077
2019-09-06,177801
2016-10-28,317105
2016-09-01,287478
2017-11-10,53993
2020-11-12,459891
2020-07-26,169442
2016-08-23,275717
2017-09-07,484490
2017-10-08,384367
2020-06-30,381710
2016-07-31,496530
2016-05-18,7452
2016-05-23,148851
2016-08-21,485959
2019-04-09,379722
2017-02-26,359803
2017-04-13,401662
2020-01-16,293678
2016-03-29,33513
2019-12-14,264709
2017-06-21,269095
2017-03-31,412666
2016-03-31,137817
2017-03-28,109494
2019-09-16,315102
2020-01-05,436995
2018-05-07,250395
2018-09-23,121221
2018-07-22,385885
2017-05-24,375642
2017-09-15,1742
2019-09-22,143977
2018-10-05,253336
2020-06-02,449859
2020-09-13,110345
2018-01-22,91714
2020-04-02,148895
2017-01-07,18648
2020-06-27,219981
2019-07-07,447406
2019-09-27,326165
2020-04-26,427541
2019-06-24,498765
2019-06-26,412527
2016-07-12,281613
2016-02-07,150751
2019-04-07,475981
2016-10-07,227268
2017-05-25,143373
2018-08-27,303170
2018-07-07,8265
2016-07-19,107766
2017-04-18,327158
2019-05-21,2091
2018-01-08,398254
2020-10-30,371570
2016-04-25,242496
2020-06-08,330478
2018-05-22,157920
2019-02-20,396300
2020-03-29,321677
2016-05-17,60597
2019-11-20,140513
2016-02-06,139212
2020-09-30,292933
2018-03-20,182724
2020-12-01,114717
2020-09-01,302059
2017-02-18,440358
2018-05-21,493446
2019-03-09,333500
2018-09-19,180459
2016-11-01,130686
2018-04-22,109414
2019-06-27,462092
2017-02-25,375754
2018-04-03,234159
2019-08-30,156458
2016-07-05,403352
2018-10-20,105308
2016-01-08,89664
2020-02-18,248003
2016-01-31,197900
2016-10-03,331737
2019-07-16,496235
2016-03-23,364789
2016-09-18,473255
2017-05-14,163488
2019-10-17,159570
2016-12-09,381694
2017-08-09,458819
2018-03-27,204338
2018-05-12,468048
2018-09-03,118971
2020-09-07,240652
2018-08-14,484804
2019-05-07,282940
2016-09-26,205731
2016-02-21,330296
2017-04-25,122916
2017-09-16,205214
2019-06-13,43575
2019-08-06,236694
2020-09-20,446688
2017-07-17,88413
2018-02-20,74786
2017-06-03,93934
2019-05-13,139981
2020-04-23,206267
2019-06-08,33034
2017-04-12,72561
2016-10-11,253018
2018-09-25,49326
2016-04-14,381093
2016-06-13,314973
2018-02-03,492723
2018-01-10,491380
2018-11-18,6681
2016-08-29,92236
2017-10-06,425312
2020-09-15,119948
2019-04-05,155430
2016-10-20,97052
2020-12-11,263164
2019-07-27,79060
2018-05-17,243499
2019-07-23,191350
2017-11-22,96981
2019-06-21,333881
2020-06-07,75367
2016-09-09,55432
2019-11-06,201234
2016-09-14,85134
2016-11-17,95372
2020-06-08,214789
2020-11-24,410236
2017-10-19,283902
2020-01-02,186417
2017-02-09,113559
2019-07-09,76792
2020-05-04,4466
2016-09-27,257735
2018-03-29,85658
2020-11-13,350846
2016-05-05,331010
2017-06-04,174762
2019-04-22,13488
2016-02-29,69158
2018-02-08,484430
2018-05-04,205497
2019-09-01,358953
2018-06-16,245641
2018-04-15,202560
2018-05-16,47261
2019-01-14,443717
2020-04-24,75964
2017-07-30,352688
2019-05-23,354183
2020-02-05,242569
2020-01-22,182884
2017-09-10,111156
2020-08-01,416812
2019-06-18,232803
2016-08-20,481997
2016-02-09,334895
2019-06-25,100021
2020-10-11,379596
2018-01-23,91409
2018-08-25,235886
2019-12-07,325279
2018-08-28,147185
2018-01-16,359063
2017-12-28,72353
2020-04-19,291858
2017-06-02,416647
2018-06-19,342424
2017-04-09,36664
2016-05-24,463776
2016-04-08,431067
2018-12-24,453250
2018-10-16,481322
2017-10-17,110188
2016-07-28,251715
2020-05-08,163163
2020-12-30,199736
2016-06-09,27938
2019-06-25,471347
2017-06-06,68535
2018-12-01,234375
2016-01-29,451919
2018-03-30,294581
2017-01-07,4573
2017-09-02,439115
2020-06-01,69422
2020-08-21,27494
2020-10-25,50972
2019-06-11,23794
2020-03-06,361579
2020-01-24,303880
2019-12-27,67358
2016-07-20,317368
2018-09-11,479926
2017-10-17,265148
2019-12-03,468684
2019-04-28,294404
2019-07-13,178751
2017-05-26,16014
2019-08-18,336059
2016-07-09,208591
2017-08-10,355678
2017-03-04,165353
2017-07-26,354560
2020-04-24,123445
2018-09-11,351185
2017-12-12,387511
2018-04-16,395727
2018-04-12,28873
2017-01-22,451324
2020-11-09,420875
2016-09-04,299851
2018-03-14,114175
2016-05-12,347287
2018-11-06,72956
2018-06-18,418235
2017-12-25,63965
2020-12-11,444723
2017-05-13,266650
2017-05-14,482239
2018-12-03,50936
2020-06-04,14423
2020-03-24,29417
2019-06-07,181910
2020-06-06,424809
2016-11-12,117644
2016-04-22,303053
2016-05-09,88121
2019-01-21,23437
2018-04-08,218874
2019-05-11,390849
2018-08-23,482970
2017-12-05,367931
2017-11-06,456572
2019-03-28,122261
2018-01-25,42108
2019-05-06,143348
2018-12-21,318899
2018-12-13,181925
2017-06-25,469864
2016-09-01,93837
2018-02-02,303317
2016-08-22,497613
2019-10-18,307766
2019-12-17,465132
2018-09-14,110523
2016-09-24,220485
2017-11-01,421165
2016-03-29,169259
2020-02-18,339718
2016-01-13,43259
2019-08-17,112152
2018-06-14,297292
2019-02-18,309192
2016-02-16,100257
2020-08-14,476516
2016-11-14,89359
2020-09-21,80319
2019-03-28,187609
2017-06-03,490745
2019-05-17,338468
2016-08-05,20784
2017-07-22,123278
2020-08-13,213815
2017-08-08,285515
2019-12-23,7644
2019-12-08,4110
2019-11-18,69156
2018-05-16,125243
2020-03-04,21887
2017-11-22,152800
2019-02-20,152198
2016-08-25,218868
2020-05-26,142198
2020-09-17,450793
2020-11-18,286951
2018-12-06,382022
2017-05-01,229474
2019-12-25,300400
2017-10-10,447491
2016-05-04,40094
2019-04-10,279680
2017-02-08,427799
2020-11-14,454640
2016-04-06,162375
2016-08-28,421021
2017-08-19,48644
2019-04-13,123459
2020-01-07,154317
2019-08-05,388674
2020-10-25,445486
2017-08-05,252444
2017-10-26,110407
2019-04-12,252217
2018-12-03,342760
2017-03-01,41602
2018-04-17,216788
2017-05-16,409926
2020-11-27,251325
2018-02-11,415344
2017-09-06,422612
2017-02-27,149934
2019-09-30,153577
2018-07-18,313627
2017-08-08,139128
2017-08-19,413139
2018-05-08,90973
2018-05-17,114787
2017-03-03,258648
2016-10-30,444219
2017-06-15,74318
2018-12-06,463450
2018-01-24,161949
2019-08-12,155059
2020-07-19,439225
2017-07-23,388657
2020-04-14,269048
2020-07-13,447007
2017-08-08,333944
2018-09-16,196046
2020-02-28,187900
2020-06-21,176791
2020-01-07,389438
2016-03-27,193544
2016-09-22,33882
2020-05-15,431842
2018-09-01,65490
2016-05-04,222210
2020-03-13,406064
2019-09-14,52713
2019-06-06,120752
2018-06-03,22728
2019-08-05,202627
2017-06-23,11117
2016-07-29,470218
2016-12-05,374800
2016-09-08,64355
2017-09-05,127785
2020-10-08,257841
2020-06-20,234823
2016-07-08,143762
2017-12-30,413309
2019-10-26,419129
2020-01-11,296297
2016-12-17,34860
2017-08-27,460366
2017-09-29,182174
2019-11-20,163026
2017-10-01,75173
2017-07-09,190552
2017-12-13,84530
2018-07-12,53212
2019-05-20,385156
2019-02-23,48148
2019-08-16,497797
2016-05-28,369169
2017-04-12,396303
2016-07-16,69486
2017-02-09,326158
2018-02-17,115537
2017-04-29,185032
2016-04-10,18838
2016-09-04,98039
2020-06-17,316383
2018-09-15,66525
2020-09-23,477016
2020-05-11,100190
2020-08-17,465626
2019-05-25,416107
2017-05-06,138248
2016-07-14,39904
2018-05-08,320562
2017-01-19,13640
2019-01-13,489057
2019-11-24,66724
2018-01-27,38406
2019-10-09,22917
2020-11-01,293736
2016-03-06,308946
2020-03-14,66310
2016-11-28,135778
2019-09-30,478119
2018-05-08,59735
2016-11-09,385380
2016-01-30,101348
2017-10-29,33403
2019-07-25,367619
2019-07-15,297370
2020-02-04,367072
2018-09-18,460694
2020-10-23,448215
2016-01-12,24886
2018-03-05,150694
2017-01-26,225806
2016-05-15,371885
2019-09-19,291484
2018-06-16,452937
2020-09-28,471174
2018-10-28,275980
2020-10-14,272675
2020-01-29,360177
2016-10-08,154184
2017-08-18,488625
2019-10-13,468977
2020-12-15,377640
2018-07-25,267789
2018-02-08,265579
2019-03-26,62787
2018-08-21,467965
2017-04-25,385903
2017-11-15,168248
2016-05-09,414184
2020-01-30,142064
2020-03-09,303300
2018-01-02,112119
2018-05-24,11452
2018-03-08,218063
2018-12-05,35902
2020-04-21,172726
2017-03-13,222816
2017-01-27,270820
2016-05-15,114551
2020-11-09,296381
2020-09-14,96065
2017-06-13,470183
2018-06-06,290901
2017-08-29,429645
2019-01-31,466169
2020-04-02,104880
2020-02-25,332097
2017-05-31,11141
2019-06-30,184723
2018-04-27,10102
2017-10-01,296741
2020-09-25,125782
2019-08-19,379492
2018-03-06,36874
2016-12-09,428561
2017-02-24,172941
2019-11-11,316197
2020-10-08,108598
2019-01-22,48270
2016-12-29,145194
2018-03-19,325262
2019-08-11,114583
2016-08-06,302841
2017-07-30,170783
2019-01-21,94105
2016-03-30,129375
2017-01-30,387707
2017-07-27,256444
2018-01-29,61471
2019-08-11,57977
2019-09-23,383330
2019-03-08,80793
2019-02-27,494352
2016-11-25,6641
2018-02-04,329656
2017-06-08,372586
2020-06-22,213669
2020-12-31,173637
2020-07-01,190701
2018-08-31,399201
2018-11-20,112157
2016-07-10,399170
2016-03-09,223718
2018-08-09,314429
2016-09-23,346835
2018-05-23,416302
2019-05-13,485888
2016-02-07,309114
2020-12-08,333768
2016-01-17,60444
2016-03-30,50461
2016-12-20,351598
2017-04-19,404217
2019-06-17,418859
2018-11-05,263238
2017-09-16,231667
2017-02-10,350683
2020-10-16,125423
2017-11-07,277190
2017-10-18,180973
2017-11-15,303432
2019-02-03,373545
2016-08-21,343097
2019-03-05,43080
2020-05-12,320544
2016-05-09,53641
2016-03-05,176325
2020-12-26,364030
2017-06-16,169072
2016-04-19,178352
2020-01-20,42843
2018-10-07,317141
2016-10-27,492217
2019-01-26,342428
2019-03-06,412166
2018-12-17,412854
2017-03-07,305049
2018-01-09,118704
2017-10-24,197122
2020-09-28,450783
2019-04-29,376835
2019-12-28,250720
2016-08-21,427856
2018-06-06,467346
2019-03-24,294913
2020-09-18,140876
2017-07-19,440238
2019-09-07,2393
2018-08-06,20255
2019-12-18,121484
2018-09-07,37388
2019-01-18,124080
2017-06-29,192499
2016-01-30,361671
2016-05-17,19940
2020-11-12,212003
2019-07-17,362825
2016-09-10,259010
2019-06-04,119640
2020-04-20,468466
2019-02-24,198698
2019-03-07,57284
2019-01-01,293152
2019-08-13,13417
2019-04-19,499910
2017-09-04,416088
2019-10-26,299003
2018-10-09,261628
2017-03-27,317228
2018-02-12,111305
2016-09-04,265085
2016-11-16,266679
2020-01-14,439780
2020-07-05,315459
2019-05-29,332036
2020-06-26,336125
2019-04-17,463934
2019-03-13,236433
2018-08-17,106543
2016-05-04,308040
2016-12-31,367291
2020-10-16,270509
2018-03-04,409579
2017-06-27,436190
2019-03-22,176519
2017-10-20,241963
2020-08-21,153561
2018-02-07,876
2016-05-08,344025
2016-09-04,410285
2017-05-01,160387
2020-06-19,77805
2019-07-22,216452
2020-08-17,91783
2019-10-26,255040
2019-03-07,280991
2016-03-09,498676
2019-07-30,362792
2017-02-21,472732
2018-01-22,345481
2016-03-18,163187
2019-02-22,59030
2020-01-27,266628
2017-12-22,194342
2018-07-20,156241
2016-01-16,362038
2020-04-22,7086
2018-07-07,380289
2019-06-22,113794
2020-12-28,218041
2019-11-02,306939
2019-01-30,164749
2016-09-13,336002
2018-04-19,403665
2017-09-03,13307
2017-02-08,34856
2017-11-01,1406
2017-05-11,41735
2019-07-22,287086
2017-10-21,446164
2018-12-07,265114
2019-06-14,99552
2018-12-15,172174
2020-11-01,44079
2017-12-28,137912
2020-12-18,496940
2019-12-12,323119
2016-12-02,454363
2017-03-09,86906
2019-02-25,208185
2020-09-17,248858
2018-07-06,259467
2019-10-20,28434
2019-01-03,454766
2020-04-17,225494
2018-08-29,266924
2018-01-06,421699
2019-01-02,170704
2018-07-28,58977
2016-11-06,201782
2019-05-16,156238
2019-05-13,287219
2018-01-11,37099
2016-01-25,322625
2018-08-07,341749
2017-12-29,40076
2017-12-17,446874
2017-03-09,32337
2019-02-23,181466
2020-08-01,31751
2020-05-14,300629
2016-04-06,276537
2017-12-16,266380
2016-12-20,441665
2019-04-14,367895
2018-11-02,356741
2018-03-22,211853
2017-03-06,438109
2020-08-22,362974
2018-02-08,394205
2016-02-09,423816
2019-12-04,147798
2017-07-29,65092
2016-12-10,422945
2019-11-29,23909
2017-02-05,395801
2020-03-26,16181
2018-01-21,73109
2016-09-11,232236
2017-07-17,481552
2020-08-02,22282
2019-03-31,208200
2018-11-29,143486
2020-05-10,206353
2017-01-13,281960
2017-08-13,95819
2020-07-04,189968
2017-03-23,370354
2018-06-27,157916
2019-12-29,183737
2016-05-27,102780
2017-05-06,487394
2017-10-25,467976
2016-11-17,461421
2017-10-29,480718
2018-11-12,469027
2019-06-19,428572
2016-12-21,53753
2020-06-28,135761
2016-01-12,290349
2017-06-27,247068
2017-01-24,94291
2018-02-05,393374
2018-11-11,216786
2019-05-24,288533
2017-12-13,20320
2018-05-04,118680
2019-12-05,348130
2018-05-27,432238
2020-05-13,105596
2018-04-08,476113
2020-11-26,128153
2020-11-30,380072
2020-07-10,223336
2017-01-21,463300
2017-11-02,260771
2020-09-30,497876
2017-07-24,8072
2019-12-10,244014
2017-04-15,336445
2016-12-08,315788
2019-01-28,399024
2018-07-28,153777
2017-09-13,38564
2016-03-19,346669
2018-08-01,118254
2018-12-10,150896
2016-12-13,148576
2016-04-11,384858
2018-11-17,182553
2016-02-23,129882
2018-11-05,265253
2020-12-21,22613
2018-06-22,99393
2017-03-18,65638
2017-03-12,374260
2020-10-29,275302
2018-10-27,478725
2016-06-28,68276
2019-10-20,390679
2018-11-03,203256
2020-04-02,43522
2018-01-10,283863
2020-10-24,174491
2017-01-29,76466
2019-08-19,167284
2019-12-29,240378
2018-06-16,101538
2017-10-06,52347
2018-03-01,17781
2017-05-03,102631
2016-03-20,142182
2019-10-22,343761
2018-03-01,107355
2016-12-04,40983
2016-01-07,368045
2016-12-02,285941
2020-06-15,6035
2017-05-23,445361
2017-11-08,304053
2018-11-10,347676
2017-08-21,492491
2019-05-05,150594
2016-02-11,86333
2018-12-23,214034
2017-10-10,169556
2020-12-20,67167
2019-11-10,116419
2020-10-03,399145
2017-11-04,55619
2020-12-01,360683
2019-09-24,128190
2016-10-11,71965
2016-01-22,5418
2019-03-18,16240
2019-11-14,15388
2016-12-06,280279
2019-04-28,4297
2017-02-24,254678
2019-09-24,268212
2020-07-26,400457
2020-08-03,109632
